line_item_id,name,fulfillment_service,fulfillment_status,origin_location_id,origin_location_name,origin_location_address1,origin_location_city,origin_location_zip,price,product_id,quantity,requires_shipping,sku,taxable,title,total_discount,variant_id,variant_title,variant_inventory_management,vendor,tax_rate
8979959218351,"Pfand für Twin-Pack Campusbier Haster Dunkel und Hell (2 x 6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,0.96,,1,True,,False,"Pfand für Twin-Pack Campusbier Haster Dunkel und Hell (2 x 6 Flaschen à 0,33 Liter)",0.0,,,,Campusbier,
8979959447727,"Twin-Pack Campusbier Haster Dunkel und Hell (2 x 6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,17.0,4347192574031.0,1,True,00022,True,"Twin-Pack Campusbier Haster Dunkel und Hell (2 x 6 Flaschen à 0,33 Liter)",0.0,31174079283279.0,,shopify,Campusbier,0.16
8979959513263,Weihnachtsbox - Handwerk,manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,34.9,6125551091887.0,1,True,,True,Weihnachtsbox - Handwerk,0.0,37749158969519.0,,shopify,Campusbier,0.16
8980002013359,"Pfand für 6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,0.48,,1,True,,False,"Pfand für 6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",0.0,,,,Campusbier,
8980002078895,"6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,9.0,4327891304527.0,1,True,00021,True,"6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",0.0,31075158687823.0,,shopify,Campusbier,0.16
8980300824751,Weihnachtsbox - Handwerk,manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,34.9,6125551091887.0,1,True,,True,Weihnachtsbox - Handwerk,0.0,37749158969519.0,,shopify,Campusbier,0.16
8981401927855,Weihnachtsbox - Frühstück,manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,34.9,6125543981231.0,1,True,,True,Weihnachtsbox - Frühstück,0.0,37749145993391.0,,shopify,Campusbier,0.16
8981760245935,"Pfand für 6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,0.48,,1,True,,False,"Pfand für 6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",0.0,,,,Campusbier,
8981760278703,"6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,9.0,4327891304527.0,1,True,00021,True,"6-Pack Campusbier Haster Dunkel (6 Flaschen à 0,33 Liter)",0.0,31075158687823.0,,shopify,Campusbier,0.16
8982872817839,Tip,manual,,,,,,,3.29,,1,False,,False,Tip,0.0,,,,,
8982872850607,"Pfand für Kiste Campusbier Gemischt (2 x 12 Flaschen à 0,33 Liter)",manual,fulfilled,1611453890639.0,Campusbier,Oldenburger Landstraße 62,Osnabrück,49090.0,3.42,,1,True,,False,"Pfand für Kiste Campusbier Gemischt (2 x 12 Flaschen à 0,33 Liter)",0.0,,,,Campusbier,
